,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,m_w_definition,m_w_synonyms,m_w_synonyms_in_data,m_w_antonyms,m_w_antonyms_in_data,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
397,two,two,two,398,45,6,Chorus,1,3,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"['being one more than one in number', 'being the second —used postpositively']","[['C-note', 'fifty', 'fin', 'five', 'fiver', 'hundred', 'one', 'sawbuck', 'ten', 'tenner', 'twenty', 'buck', 'dollar', 'simoleon', 'smacker', 'cash', 'chips', 'currency', 'dough', 'legal tender', 'lucre', 'money', 'pelf', 'dead presidents', 'paper money', 'scrip', 'check', 'draft', 'money order', 'banknote', 'bill', 'greenback', 'note']]","['five', 'one']",[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9899,119,0.6761363636363636,38.82387,11.7667675
398,of,of,of,399,45,6,Chorus,1,4,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"['—used as a function word to indicate a point of reckoning', '—used as a function word to indicate origin or derivation', '—used as a function word to indicate the cause, motive, or reason']","[['afore', 'ahead of', 'before', 'ere', 'fore', 'previous to', 'prior to', 'to'], ['about', 'apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'on', 'regarding', 'respecting', 'touching', 'toward']]","['before', 'to', 'on']","[['after', 'following']]",[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9193,67,0.3806818181818182,14.642562,-24.759079
399,"us,",us,us,400,45,6,Chorus,1,5,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.9990000000000001,[],"[['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'tell', 'verse', 'wise (up)']]",['tell'],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9990000000000001,167,0.9488636363636364,-24.55816,14.515633
400,we,we,we,401,45,6,Chorus,1,6,6,0,0,"[181, 186, 401, 406, 609, 614]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,"['I and the rest of a group that includes me : you and I : you and I and another or others : I and another or others not including you —used as pronoun of the first person plural', 'i —used by sovereigns—used by writers to keep an impersonal character', 'you —used coaxingly, encouragingly, or in sarcasm']",[],[],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9982,160,0.9090909090909091,-31.681005,14.962438
401,can,can,can,402,45,6,Chorus,1,7,5,2,2,"[182, 326, 352, 402, 610]","[('can', 'MD')]",V,POSITIVE,0.9985,"['be physically or mentally able to', 'know how to', '—used to indicate possibility —sometimes used interchangeably with may']","[['break', 'break off', 'break up', 'cease', 'cut off', 'cut out', 'desist (from)', 'discontinue', 'drop', 'end', 'give over', 'halt', 'knock off', 'lay off', 'leave off', 'pack (up or in)', 'quit', 'shut off', 'stop'], ['ax', 'bounce', 'cashier', 'discharge', 'dismiss', 'fire', 'muster out', 'pink-slip', 'release', 'remove', 'retire', 'sack', 'terminate', 'turn off']]",['break'],"[['employ', 'engage', 'hire', 'retain', 'sign (up or on)', 'take on']]",[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9985,163,0.9261363636363636,5.324952,-6.5818563
402,make,make,make,403,45,6,Chorus,1,8,4,1,1,"[183, 403, 546, 611]","[('make', 'VB')]",V,POSITIVE,0.9996,"['to bring into being by forming, shaping, or altering material : fashion', 'to lay out and construct', 'compose, write']","[['fabricate', 'fashion', 'form', 'frame', 'manufacture', 'produce'], ['achieve', 'attain', 'bag', 'chalk up', 'clock (up)', 'gain', 'hit', 'log', 'notch (up)', 'rack up', 'ring up', 'score', 'win'], ['beget', 'breed', 'bring', 'bring about', 'bring on', 'catalyze', 'cause', 'create', 'do', 'draw on', 'effect', 'effectuate', 'engender', 'generate', 'induce', 'invoke', 'occasion', 'produce', 'prompt', 'result (in)', 'spawn', 'translate (into)', 'work', 'yield'], ['accomplish', 'achieve', 'bring off', 'carry off', 'carry out', 'commit', 'compass', 'do', 'execute', 'follow through (with)', 'fulfill', 'negotiate', 'perform', 'perpetrate', 'prosecute', 'pull off', 'put through'], ['blackjack', 'coerce', 'compel', 'constrain', 'dragoon', 'drive', 'force', 'impel', 'impress', 'muscle', 'obligate', 'oblige', 'press', 'pressure', 'sandbag'], ['calculate', 'call', 'conjecture', 'estimate', 'figure', 'gauge', 'guess', 'judge', 'place', 'put', 'reckon', 'suppose'], ['assemble', 'build', 'confect', 'construct', 'erect', 'fabricate', 'make up', 'piece', 'put up', 'raise', 'rear', 'set up'], ['act', 'appear', 'come across (as)', 'come off (as)', 'feel', 'look', 'seem', 'sound'], ['bear', 'head'], ['constitute', 'enact', 'lay down', 'legislate', 'ordain', 'pass'], ['acquire', 'attain', 'bag', 'bring in', 'capture', 'carry', 'come by', 'draw', 'earn', 'gain', 'garner', 'get', 'knock down', 'land', 'obtain', 'procure', 'pull down', 'realize', 'reap', 'secure', 'win'], ['appreciate', 'apprehend', 'assimilate', 'behold', 'catch', 'catch on (to)', 'cognize', 'compass', 'comprehend', 'conceive', 'cotton (to or on to)', 'decipher', 'decode', 'dig', 'discern', 'get', 'grasp', 'grok', 'intuit', 'know', 'make out', 'perceive', 'recognize', 'register', 'savvy', 'see', 'seize', 'sense', 'tumble (to)', 'twig', 'understand'], ['close', 'shut', 'steek']]","['do', 'work', 'place', 'feel', 'look', 'head', 'get', 'know', 'see']","[['demount', 'disassemble', 'dismantle', 'dismember', 'knock down', 'strike', 'take down', 'tear down'], ['repeal', 'rescind', 'revoke'], ['forfeit', 'lose'], ['miss'], ['open']]",['lose'], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9996,173,0.9829545454545454,-2.8405335,-10.824918
403,it,it,it,404,45,6,Chorus,1,9,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"['that one —used as subject or direct object or indirect object of a verb or object of a preposition usually in reference to a lifeless thing, a plant, a person or animal whose sex is unknown or disregarded, a group of individuals or things, or an abstract entity', '—used as subject of an impersonal verb that expresses a condition or action without reference to an agent', '—used as anticipatory subject or object of a verb —often used to shift emphasis to a part of a statement other than the subject']","[['au courant', 'cool', 'def', 'downtown', 'groovy', 'hep', 'hip', 'in', 'mod', 'now', 'trendy', 'turned-on']]","['in', 'now']","[['out', 'uncool', 'unhip', 'untrendy']]",['out'], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9927,126,0.7159090909090909,13.39579,7.0567765
404,if,if,if,405,45,6,Chorus,1,10,5,2,2,"[185, 341, 380, 405, 613]","[('if', 'IN')]",PREP,POSITIVE,0.7390000000000001,"['in the event that', 'allowing that', 'on the assumption that']","[['assumption', 'given', 'hypothetical', 'postulate', 'premise', 'presumption', 'presupposition', 'supposition'], ['condition', 'contingency', 'provision', 'proviso', 'qualification', 'reservation', 'stipulation']]",[],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.7390000000000001,52,0.29545454545454547,11.930207,-1.4826384
405,we,we,we,406,45,6,Chorus,1,11,6,0,0,"[181, 186, 401, 406, 609, 614]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,"['I and the rest of a group that includes me : you and I : you and I and another or others : I and another or others not including you —used as pronoun of the first person plural', 'i —used by sovereigns—used by writers to keep an impersonal character', 'you —used coaxingly, encouragingly, or in sarcasm']",[],[],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9982,160,0.9090909090909091,-31.681005,14.962438
406,try,try,try,407,45,6,Chorus,1,12,4,1,1,"[187, 293, 407, 615]","[('try', 'NN')]",N,NEGATIVE,0.7526,"['to make an attempt', 'to make an attempt at —often used with an infinitive', 'to put to test or trial —often used with out']","[['strain', 'stretch', 'tax', 'test'], ['assay', 'attempt', 'endeavor', 'essay', 'seek', 'strive']]",['test'],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,-0.7526,46,0.26136363636363635,-9.711,-10.123053
407,Just,Just,just,408,46,6,Chorus,2,13,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"['having a basis in or conforming to fact or reason : reasonable', 'conforming to a standard of correctness : proper', 'faithful to an original']","[['exactly', 'precisely'], ['barely', 'hardly', 'marginally', 'narrowly', 'scarcely', 'slightly'], ['but', 'merely', 'only', 'purely', 'simply'], ['due', 'exactly', 'full', 'precisely', 'right', 'sharp', 'smack-dab', 'squarely'], ['alone', 'exclusively', 'only', 'purely', 'simply', 'solely'], ['freshly', 'late', 'lately', 'new', 'newly', 'now', 'only', 'recently']]","['but', 'right', 'now']","[['considerably', 'significantly', 'substantially', 'vastly', 'well'], ['anciently']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.8226,59,0.3352272727272727,4.6176677,15.132575
408,the,the,the,409,46,6,Chorus,2,14,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"['—used as a function word to indicate that a following noun or noun equivalent is definite or has been previously specified by context or by circumstance', '—used as a function word to indicate that a following noun or noun equivalent is a unique or a particular member of its class', '—used as a function word before nouns that designate natural phenomena or points of the compass']","[['beer and skittles', 'easy street', 'fun and games', 'hog heaven', 'picnic']]",[],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9636,84,0.4772727272727273,9.257234,-14.728114
409,two,two,two,410,46,6,Chorus,2,15,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"['being one more than one in number', 'being the second —used postpositively']","[['C-note', 'fifty', 'fin', 'five', 'fiver', 'hundred', 'one', 'sawbuck', 'ten', 'tenner', 'twenty', 'buck', 'dollar', 'simoleon', 'smacker', 'cash', 'chips', 'currency', 'dough', 'legal tender', 'lucre', 'money', 'pelf', 'dead presidents', 'paper money', 'scrip', 'check', 'draft', 'money order', 'banknote', 'bill', 'greenback', 'note']]","['five', 'one']",[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9899,119,0.6761363636363636,39.327316,11.962497
410,of,of,of,411,46,6,Chorus,2,16,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"['—used as a function word to indicate a point of reckoning', '—used as a function word to indicate origin or derivation', '—used as a function word to indicate the cause, motive, or reason']","[['afore', 'ahead of', 'before', 'ere', 'fore', 'previous to', 'prior to', 'to'], ['about', 'apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'on', 'regarding', 'respecting', 'touching', 'toward']]","['before', 'to', 'on']","[['after', 'following']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9193,67,0.3806818181818182,15.36874,-25.678526
411,"us,",us,us,412,46,6,Chorus,2,17,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.9990000000000001,[],"[['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'tell', 'verse', 'wise (up)']]",['tell'],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9990000000000001,167,0.9488636363636364,-24.512264,14.944649
412,(Just,Just,just,413,46,6,Chorus,2,18,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"['having a basis in or conforming to fact or reason : reasonable', 'conforming to a standard of correctness : proper', 'faithful to an original']","[['exactly', 'precisely'], ['barely', 'hardly', 'marginally', 'narrowly', 'scarcely', 'slightly'], ['but', 'merely', 'only', 'purely', 'simply'], ['due', 'exactly', 'full', 'precisely', 'right', 'sharp', 'smack-dab', 'squarely'], ['alone', 'exclusively', 'only', 'purely', 'simply', 'solely'], ['freshly', 'late', 'lately', 'new', 'newly', 'now', 'only', 'recently']]","['but', 'right', 'now']","[['considerably', 'significantly', 'substantially', 'vastly', 'well'], ['anciently']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.8226,59,0.3352272727272727,4.293506,15.825511
413,the,the,the,414,46,6,Chorus,2,19,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"['—used as a function word to indicate that a following noun or noun equivalent is definite or has been previously specified by context or by circumstance', '—used as a function word to indicate that a following noun or noun equivalent is a unique or a particular member of its class', '—used as a function word before nouns that designate natural phenomena or points of the compass']","[['beer and skittles', 'easy street', 'fun and games', 'hog heaven', 'picnic']]",[],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9636,84,0.4772727272727273,8.607468,-15.392114
414,two,two,two,415,46,6,Chorus,2,20,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"['being one more than one in number', 'being the second —used postpositively']","[['C-note', 'fifty', 'fin', 'five', 'fiver', 'hundred', 'one', 'sawbuck', 'ten', 'tenner', 'twenty', 'buck', 'dollar', 'simoleon', 'smacker', 'cash', 'chips', 'currency', 'dough', 'legal tender', 'lucre', 'money', 'pelf', 'dead presidents', 'paper money', 'scrip', 'check', 'draft', 'money order', 'banknote', 'bill', 'greenback', 'note']]","['five', 'one']",[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9899,119,0.6761363636363636,38.808334,12.238135
415,of,of,of,416,46,6,Chorus,2,21,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"['—used as a function word to indicate a point of reckoning', '—used as a function word to indicate origin or derivation', '—used as a function word to indicate the cause, motive, or reason']","[['afore', 'ahead of', 'before', 'ere', 'fore', 'previous to', 'prior to', 'to'], ['about', 'apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'on', 'regarding', 'respecting', 'touching', 'toward']]","['before', 'to', 'on']","[['after', 'following']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9193,67,0.3806818181818182,14.66463,-25.76392
416,us),us,us,417,46,6,Chorus,2,22,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.9990000000000001,[],"[['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'tell', 'verse', 'wise (up)']]",['tell'],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9990000000000001,167,0.9488636363636364,-24.465527,13.748535
417,Just,Just,just,418,47,6,Chorus,3,23,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"['having a basis in or conforming to fact or reason : reasonable', 'conforming to a standard of correctness : proper', 'faithful to an original']","[['exactly', 'precisely'], ['barely', 'hardly', 'marginally', 'narrowly', 'scarcely', 'slightly'], ['but', 'merely', 'only', 'purely', 'simply'], ['due', 'exactly', 'full', 'precisely', 'right', 'sharp', 'smack-dab', 'squarely'], ['alone', 'exclusively', 'only', 'purely', 'simply', 'solely'], ['freshly', 'late', 'lately', 'new', 'newly', 'now', 'only', 'recently']]","['but', 'right', 'now']","[['considerably', 'significantly', 'substantially', 'vastly', 'well'], ['anciently']]",[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.8226,59,0.3352272727272727,5.738759,16.90428
